micros	tikcs
9773484	-1469
9774756	-1469
9776032	-1468
9777308	-1468
9778584	-1467
9779856	-1467
9781132	-1466
9782408	-1466
9783684	-1465
9784956	-1465
9786232	-1465
9787508	-1464
9788784	-1464
9790056	-1463
9791332	-1463
9792608	-1462
9793884	-1462
9795156	-1461
9796432	-1461
9797708	-1461
9798984	-1460
9800256	-1460
9801532	-1459
9802808	-1459
9804084	-1458
9805356	-1458
9806632	-1457
9807908	-1457
9809184	-1457
9810456	-1456
9811732	-1456
9813012	-1455
9814284	-1455
9815556	-1454
9816832	-1454
9818108	-1453
9819384	-1453
9820656	-1452
9821932	-1452
9823208	-1452
9824484	-1451
9825756	-1451
9827032	-1450
9828308	-1450
9829584	-1449
9830856	-1449
9832132	-1448
9833408	-1448
9834684	-1447
9835960	-1447
9837232	-1447
9838508	-1446
9839784	-1446
9841060	-1445
9842332	-1445
9843608	-1444
9844884	-1444
9846160	-1443
9847432	-1443
9848708	-1442
9849984	-1442
9851256	-1441
9852532	-1441
9853808	-1440
9855084	-1440
9856356	-1439
9857632	-1439
9858908	-1438
9860184	-1438
9861456	-1437
9862732	-1437
9864008	-1436
9865284	-1436
9866556	-1435
9867832	-1435
9869108	-1434
9870384	-1434
9871656	-1433
9872932	-1433
9874208	-1432
9875484	-1432
9876756	-1431
9878032	-1431
9879308	-1430
9880588	-1430
9881856	-1429
9883132	-1429
9884412	-1428
9885684	-1428
9886956	-1427
9888232	-1427
9889508	-1426
9890784	-1426
9892060	-1425
9893332	-1425
9894608	-1424
9895884	-1424
9897156	-1423
9898432	-1423
9899708	-1422
9900984	-1421
9902256	-1421
9903532	-1420
9904808	-1420
9906084	-1419
9907360	-1419
9908632	-1418
9909908	-1418
9911184	-1417
9912456	-1417
9913732	-1416
9915008	-1416
9916284	-1415
9917556	-1415
9918832	-1414
9920108	-1413
9921384	-1413
9922656	-1412
9923932	-1412
9925208	-1411
9926484	-1411
9927756	-1410
9929032	-1410
9930308	-1409
9931584	-1409
9932856	-1408
9934132	-1408
9935408	-1407
9936684	-1407
9937956	-1406
9939232	-1405
9940508	-1405
9941784	-1404
9943060	-1404
9944332	-1403
9945608	-1403
9946884	-1402
9948156	-1402
9949432	-1401
9950708	-1401
9951984	-1400
9953256	-1399
9954532	-1399
9955808	-1398
9957084	-1398
9958360	-1397
9959632	-1397
9960908	-1396
9962184	-1396
9963456	-1395
9964732	-1395
9966008	-1394
9967284	-1393
9968556	-1393
9969832	-1392
9971108	-1392
9972384	-1391
9973656	-1391
9974932	-1390
9976208	-1390
9977484	-1389
9978760	-1389
9980032	-1388
9981308	-1387
9982584	-1387
9983856	-1386
9985132	-1386
9986408	-1385
9987684	-1385
9988956	-1384
9990232	-1384
9991508	-1383
9992784	-1383
9994056	-1382
9995332	-1381
9996608	-1381
9997884	-1380
9999156	-1380
10000432	-1379
10001792	-1379
10003152	-1378
10004512	-1377
10005872	-1377
10007232	-1376
10008596	-1376
10009952	-1375
10011312	-1374
10012680	-1374
10014032	-1373
10015392	-1373
10016752	-1372
10018112	-1372
10019472	-1371
10020832	-1370
10022192	-1370
10023552	-1369
10024912	-1369
10026272	-1368
10027632	-1367
10028992	-1367
10030352	-1366
10031712	-1366
10033072	-1365
10034432	-1364
10035792	-1364
10037152	-1363
10038512	-1363
10039872	-1362
10041232	-1361
10042592	-1361
10043952	-1360
10045312	-1360
10046672	-1359
10048032	-1358
10049392	-1358
10050752	-1357
10052112	-1356
10053472	-1356
10054832	-1355
10056192	-1355
10057552	-1354
10058912	-1353
10060272	-1353
10061632	-1352
10062992	-1351
10064352	-1351
10065712	-1350
10067072	-1349
10068432	-1349
10069792	-1348
10071152	-1348
10072512	-1347
10073872	-1346
10075232	-1346
10076592	-1345
10077952	-1344
10079312	-1344
10080672	-1343
10082032	-1342
10083392	-1342
10084752	-1341
10086112	-1340
10087472	-1340
10088832	-1339
10090192	-1338
10091552	-1338
10092912	-1337
10094272	-1336
10095636	-1336
10096992	-1335
10098352	-1334
10099720	-1334
10101084	-1333
10102432	-1332
10103792	-1332
10105164	-1331
10106512	-1330
10107872	-1330
10109232	-1329
10110592	-1328
10111952	-1328
10113316	-1327
10114672	-1326
10116032	-1326
10117392	-1325
10118752	-1324
10120112	-1324
10121472	-1323
10122832	-1322
10124192	-1322
10125552	-1321
10126912	-1320
10128272	-1320
10129632	-1319
10130992	-1318
10132352	-1318
10133712	-1317
10135072	-1316
10136432	-1316
10137792	-1315
10139152	-1314
10140512	-1314
10141872	-1313
10143232	-1312
10144592	-1312
10145952	-1311
10147312	-1310
10148672	-1310
10150032	-1309
10151392	-1308
10152752	-1307
10154112	-1307
10155472	-1306
10156832	-1305
10158192	-1305
10159552	-1304
10160912	-1303
10162272	-1303
10163632	-1302
10164992	-1301
10166352	-1301
10167712	-1300
10169072	-1299
10170432	-1299
10171792	-1298
10173152	-1297
10174512	-1297
10175872	-1296
10177232	-1295
10178592	-1294
10179952	-1294
10181320	-1293
10182676	-1292
10184032	-1292
10185392	-1291
10186760	-1290
10188112	-1290
10189472	-1289
10190832	-1288
10192192	-1288
10193552	-1287
10194912	-1286
10196272	-1286
10197632	-1285
10198992	-1284
10200352	-1283
10201712	-1283
10203072	-1282
10204432	-1281
10205792	-1281
10207152	-1280
10208512	-1279
10209872	-1279
10211232	-1278
10212592	-1277
10213952	-1277
10215312	-1276
10216672	-1275
10218032	-1274
10219392	-1274
10220764	-1273
10222112	-1272
10223472	-1272
10224832	-1271
10226192	-1270
10227552	-1270
10228912	-1269
10230272	-1268
10231632	-1268
10232992	-1267
10234352	-1266
10235712	-1265
10237072	-1265
10238432	-1264
10239792	-1263
10241152	-1263
10242512	-1262
10243872	-1261
10245232	-1260
10246592	-1260
10247952	-1259
10249312	-1258
10250672	-1258
10252032	-1257
10253392	-1256
10254752	-1255
10256112	-1255
10257472	-1254
10258832	-1253
10260192	-1252
10261552	-1252
10262912	-1251
10264272	-1250
10265632	-1250
10266992	-1249
10268352	-1248
10269716	-1247
10271072	-1247
10272432	-1246
10273800	-1245
10275152	-1244
10276512	-1244
10277872	-1243
10279236	-1242
10280592	-1241
10281952	-1241
10283312	-1240
10284672	-1239
10286032	-1238
10287392	-1238
10288752	-1237
10290112	-1236
10291472	-1235
10292832	-1235
10294192	-1234
10295552	-1233
10296912	-1232
10298272	-1231
10299632	-1231
10300992	-1230
10302352	-1229
10303712	-1228
10305072	-1228
10306432	-1227
10307792	-1226
10309152	-1225
10310512	-1225
10311872	-1224
10313232	-1223
10314592	-1222
10315952	-1222
10317312	-1221
10318672	-1220
10320032	-1219
10321392	-1218
10322752	-1218
10324112	-1217
10325472	-1216
10326832	-1215
10328192	-1215
10329552	-1214
10330912	-1213
10332272	-1212
10333632	-1211
10334992	-1211
10336352	-1210
10337712	-1209
10339072	-1208
10340432	-1208
10341792	-1207
10343152	-1206
10344512	-1205
10345872	-1204
10347232	-1204
10348592	-1203
10349952	-1202
10351312	-1201
10352672	-1201
10354032	-1200
10355392	-1199
10356756	-1198
10358112	-1197
10359472	-1197
10360840	-1196
10362192	-1195
10363552	-1194
10364912	-1193
10366272	-1193
10367632	-1192
10368992	-1191
10370352	-1190
10371712	-1190
10373072	-1189
10374432	-1188
10375792	-1187
10377152	-1186
10378512	-1186
10379872	-1185
10381232	-1184
10382592	-1183
10383952	-1182
10385312	-1182
10386672	-1181
10388032	-1180
10389392	-1179
10390752	-1179
10392112	-1178
10393472	-1177
10394832	-1176
10396192	-1175
10397552	-1175
10398912	-1174
10400272	-1173
10401632	-1172
10402992	-1172
10404352	-1171
10405712	-1170
10407072	-1169
10408432	-1168
10409792	-1168
10411152	-1167
10412512	-1166
10413872	-1165
10415232	-1165
10416592	-1164
10417952	-1163
10419312	-1162
10420672	-1161
10422032	-1161
10423392	-1160
10424764	-1159
10426112	-1158
10427472	-1157
10428832	-1157
10430192	-1156
10431552	-1155
10432912	-1154
10434272	-1153
10435632	-1153
10436992	-1152
10438352	-1151
10439712	-1150
10441072	-1149
10442432	-1149
10443796	-1148
10445152	-1147
10446512	-1146
10447880	-1145
10449232	-1145
10450592	-1144
10451952	-1143
10453312	-1142
10454672	-1141
10456032	-1140
10457392	-1140
10458752	-1139
10460112	-1138
10461472	-1137
10462832	-1136
10464192	-1135
10465552	-1135
10466912	-1134
10468272	-1133
10469632	-1132
10470992	-1131
10472352	-1130
10473712	-1130
10475072	-1129
10476432	-1128
10477792	-1127
10479152	-1126
10480512	-1125
10481872	-1124
10483232	-1124
10484592	-1123
10485952	-1122
10487312	-1121
10488672	-1120
10490032	-1119
10491392	-1118
10492752	-1118
10494112	-1117
10495472	-1116
10496832	-1115
10498192	-1114
10499552	-1113
10500912	-1112
10502272	-1112
10503632	-1111
10504992	-1110
10506356	-1109
10507712	-1108
10509072	-1107
10510432	-1106
10511792	-1106
10513152	-1105
10514512	-1104
10515872	-1103
10517232	-1102
10518592	-1101
10519952	-1100
10521312	-1099
10522672	-1099
10524032	-1098
10525392	-1097
10526752	-1096
10528112	-1095
10529472	-1094
10530836	-1093
10532192	-1092
10533552	-1092
10534920	-1091
10536272	-1090
10537632	-1089
10538992	-1088
10540352	-1087
10541712	-1086
10543072	-1085
10544432	-1085
10545792	-1084
10547152	-1083
10548512	-1082
10549872	-1081
10551232	-1080
10552592	-1079
10553952	-1078
10555312	-1078
10556672	-1077
10558032	-1076
10559392	-1075
10560752	-1074
10562112	-1073
10563472	-1072
10564832	-1071
10566192	-1071
10567552	-1070
10568912	-1069
10570272	-1068
10571632	-1067
10572992	-1066
10574352	-1065
10575712	-1064
10577072	-1063
10578432	-1063
10579792	-1062
10581152	-1061
10582512	-1060
10583872	-1059
10585232	-1058
10586592	-1057
10587952	-1056
10589312	-1056
10590672	-1055
10592032	-1054
10593392	-1053
10594752	-1052
10596112	-1051
10597472	-1050
10598832	-1049
10600192	-1048
10601552	-1048
10602912	-1047
10604272	-1046
10605632	-1045
10606992	-1044
10608352	-1043
10609712	-1042
10611072	-1041
10612432	-1041
10613792	-1040
10615152	-1039
10616512	-1038
10617876	-1037
10619232	-1036
10620592	-1035
10621960	-1034
10623312	-1033
10624672	-1033
10626032	-1032
10627392	-1031
10628752	-1030
10630112	-1029
10631472	-1028
10632832	-1027
10634192	-1026
10635552	-1025
10636912	-1024
10638272	-1024
10639632	-1023
10640992	-1022
10642352	-1021
10643712	-1020
10645072	-1019
10646432	-1018
10647792	-1017
10649152	-1016
10650512	-1015
10651872	-1014
10653232	-1014
10654592	-1013
10655952	-1012
10657312	-1011
10658672	-1010
10660032	-1009
10661392	-1008
10662752	-1007
10664112	-1006
10665472	-1005
10666832	-1004
10668192	-1003
10669552	-1002
10670912	-1001
10672272	-1001
10673632	-1000
10674992	-999
10676268	-998
10677544	-997
10678816	-996
10680092	-995
10681368	-994
10682644	-993
10683916	-992
10685192	-992
10686476	-991
10687744	-990
10689024	-989
10690292	-988
10691568	-987
10692844	-986
10694116	-985
10695392	-985
10696668	-984
10697944	-983
10699216	-982
10700492	-981
10701768	-980
10703044	-979
10704316	-978
10705592	-977
10706868	-976
10708144	-976
10709416	-975
10710692	-974
10711968	-973
10713244	-972
10714516	-971
10715792	-970
10717068	-969
10718344	-968
10719616	-968
10720892	-967
10722168	-966
10723444	-965
10724716	-964
10725992	-963
10727268	-962
10728544	-961
10729816	-960
10731092	-959
10732368	-958
10733644	-958
10734916	-957
10736192	-956
10737468	-955
10738744	-954
10740016	-953
10741292	-952
10742568	-951
10743844	-950
10745116	-949
10746392	-949
10747668	-948
10748948	-947
10750216	-946
10751504	-945
10752768	-944
10754044	-943
10755316	-942
10756592	-941
10757868	-940
10759144	-940
10760416	-939
10761692	-938
10762968	-937
10764244	-936
10765520	-935
10766792	-934
10768068	-933
10769344	-932
10770616	-931
10771892	-930
10773168	-930
10774444	-929
10775716	-928
10776992	-927
10778268	-926
10779544	-925
10780816	-924
10782092	-923
10783368	-922
10784644	-921
10785916	-920
10787192	-920
10788468	-919
10789744	-918
10791016	-917
10792292	-916
10793568	-915
10794844	-914
10796116	-913
10797392	-912
10798668	-911
10799944	-910
10801216	-910
10802492	-909
10803768	-908
10805044	-907
10806316	-906
10807592	-905
10808868	-904
10810144	-903
10811416	-902
10812692	-901
10813968	-900
10815244	-900
10816524	-899
10817792	-898
10819068	-897
10820344	-896
10821624	-895
10822892	-894
10824168	-893
10825444	-892
10826716	-891
10827992	-890
10829268	-889
10830544	-889
10831820	-888
10833092	-887
10834368	-886
10835644	-885
10836916	-884
10838192	-883
10839468	-882
10840744	-881
10842020	-880
10843292	-879
10844568	-878
10845844	-877
10847116	-876
10848392	-876
10849668	-875
10850944	-874
10852216	-873
10853492	-872
10854768	-871
10856044	-870
10857316	-869
10858592	-868
10859868	-867
10861144	-866
10862416	-865
10863692	-864
10864968	-863
10866244	-862
10867516	-861
10868792	-860
10870068	-859
10871344	-859
10872620	-858
10873892	-857
10875168	-856
10876444	-855
10877716	-854
10878996	-853
10880268	-852
10881544	-851
10882816	-850
10884092	-849
10885368	-848
10886644	-847
10887920	-846
10889192	-845
10890468	-844
10891744	-843
10893016	-842
10894292	-841
10895568	-840
10896844	-839
10898120	-838
10899392	-837
10900668	-836
10901944	-835
10903216	-834
10904492	-833
10905768	-833
10907044	-832
10908320	-831
10909592	-830
10910868	-829
10912144	-828
10913416	-827
10914692	-826
10915968	-825
10917244	-824
10918516	-823
10919792	-822
10921068	-821
10922344	-820
10923616	-819
10924904	-818
10926168	-817
10927444	-816
10928716	-815
10929992	-814
10931268	-813
10932544	-812
10933816	-811
10935092	-810
10936368	-809
10937644	-808
10938916	-807
10940192	-806
10941468	-805
10942744	-804
10944016	-803
10945292	-802
10946576	-801
10947844	-800
10949116	-799
10950392	-798
10951668	-797
10952944	-796
10954216	-795
10955492	-794
10956768	-793
10958044	-792
10959316	-791
10960592	-790
10961868	-790
10963144	-789
10964416	-788
10965692	-787
10966968	-786
10968244	-785
10969516	-784
10970792	-783
10972068	-782
10973344	-781
10974616	-780
10975892	-779
10977168	-778
10978444	-777
10979716	-776
10980992	-775
10982268	-774
10983544	-773
10984816	-772
10986092	-771
10987368	-770
10988644	-769
10989916	-768
10991204	-767
10992468	-766
10993744	-765
10995016	-764
10996292	-763
10997568	-762
10998844	-761
11000116	-760
11001392	-759
11002668	-758
11003944	-757
11005216	-756
11006492	-755
11007768	-754
11009044	-753
11010316	-752
11011592	-751
11012868	-750
11014148	-749
11015416	-748
11016692	-747
11017968	-746
11019244	-745
11020516	-744
11021792	-743
11023068	-742
11024344	-741
11025616	-740
11026892	-739
11028168	-738
11029444	-737
11030716	-736
11031992	-735
11033268	-734
11034544	-733
11035816	-732
11037092	-731
11038368	-730
11039644	-729
11040916	-728
11042192	-727
11043468	-726
11044744	-725
11046016	-724
11047292	-723
11048568	-722
11049844	-721
11051116	-720
11052392	-719
11053668	-718
11054944	-717
11056216	-716
11057492	-715
11058768	-714
11060044	-713
11061320	-712
11062592	-711
11063868	-710
11065144	-709
11066416	-708
11067692	-707
11068968	-706
11070244	-705
11071516	-704
11072804	-703
11074068	-702
11075344	-701
11076624	-700
11077892	-699
11079168	-698
11080444	-697
11081716	-696
11082992	-695
11084268	-694
11085544	-693
11086816	-692
11088092	-690
11089368	-689
11090644	-688
11091916	-687
11093192	-686
11094468	-685
11095744	-684
11097016	-683
11098292	-682
11099568	-681
11100844	-680
11102116	-679
11103392	-678
11104668	-677
11105944	-676
11107216	-675
11108504	-674
11109768	-673
11111044	-672
11112316	-671
11113592	-670
11114868	-669
11116144	-668
11117420	-667
11118692	-666
11119968	-664
11121244	-663
11122516	-662
11123792	-661
11125068	-660
11126344	-659
11127616	-658
11128892	-657
11130168	-656
11131444	-655
11132720	-654
11133992	-653
11135268	-652
11136544	-651
11137816	-650
11139092	-649
11140368	-648
11141644	-647
11142916	-646
11144200	-645
11145468	-644
11146744	-642
11148016	-641
11149292	-640
11150568	-639
11151844	-638
11153116	-637
11154392	-636
11155668	-635
11156944	-634
11158220	-633
11159492	-632
11160768	-631
11162044	-630
11163316	-629
11164592	-628
11165868	-627
11167144	-626
11168416	-625
11169692	-624
11170968	-622
11172244	-621
11173516	-620
11174792	-619
11176068	-618
11177344	-617
11178616	-616
11179892	-615
11181168	-614
11182444	-613
11183716	-612
11184992	-611
11186276	-610
11187544	-609
11188816	-608
11190092	-607
11191368	-606
11192644	-605
11193916	-604
11195192	-602
11196468	-601
11197744	-600
11199016	-599
11200292	-598
11201568	-597
11202844	-596
11204116	-595
11205392	-594
11206676	-593
11207944	-592
11209216	-591
11210492	-590
11211768	-589
11213044	-588
11214316	-587
11215592	-586
11216868	-585
11218144	-583
11219416	-582
11220692	-581
11221968	-580
11223244	-579
11224516	-578
11225792	-577
11227068	-576
11228344	-575
11229616	-574
11230892	-573
11232180	-572
11233444	-571
11234716	-570
11235992	-569
11237268	-568
11238544	-567
11239816	-565
11241092	-564
11242368	-563
11243644	-562
11244916	-561
11246192	-560
11247468	-559
11248744	-558
11250028	-557
11251292	-556
11252568	-555
11253844	-554
11255116	-552
11256392	-551
11257668	-550
11258944	-549
11260216	-548
11261492	-547
11262768	-546
11264044	-545
11265316	-544
11266592	-543
11267868	-542
11269144	-541
11270416	-539
11271692	-538
11272968	-537
11274248	-536
11275516	-535
11276792	-534
11278068	-533
11279344	-532
11280616	-531
11281892	-530
11283168	-528
11284444	-527
11285716	-526
11286992	-525
11288268	-524
11289544	-523
11290828	-522
11292092	-521
11293368	-520
11294644	-519
11295916	-517
11297192	-516
11298468	-515
11299744	-514
11301016	-513
11302292	-512
11303568	-511
11304844	-510
11306120	-509
11307392	-507
11308668	-506
11309944	-505
11311220	-504
11312492	-503
11313768	-502
11315044	-501
11316316	-500
11317592	-499
11318868	-497
11320144	-496
11321416	-495
11322692	-494
11323968	-493
11325244	-492
11326516	-491
11327792	-490
11329068	-489
11330344	-487
11331616	-486
11332892	-485
11334168	-484
11335444	-483
11336732	-482
11337992	-481
11339268	-480
11340544	-479
11341816	-477
11343092	-476
11344368	-475
11345644	-474
11346920	-473
11348192	-472
11349468	-471
11350744	-470
11352016	-468
11353292	-467
11354568	-466
11355844	-465
11357120	-464
11358392	-463
11359668	-462
11360944	-461
11362216	-459
11363492	-458
11364768	-457
11366044	-456
11367316	-455
11368592	-454
11369868	-453
11371144	-452
11372416	-451
11373692	-449
11374968	-448
11376244	-447
11377516	-446
11378792	-445
11380068	-444
11381344	-443
11382616	-442
11383892	-440
11385168	-439
11386444	-438
11387716	-437
11388992	-436
11390268	-435
11391544	-434
11392816	-433
11394092	-432
11395368	-430
11396644	-429
11397916	-428
11399192	-427
11400468	-426
11401744	-425
11403016	-424
11404300	-423
11405568	-421
11406844	-420
11408116	-419
11409392	-418
11410668	-417
11411952	-416
11413216	-415
11414492	-414
11415768	-412
11417044	-411
11418316	-410
11419592	-409
11420868	-408
11422144	-407
11423416	-406
11424692	-405
11425968	-403
11427244	-402
11428516	-401
11429792	-400
11431068	-399
11432344	-398
11433616	-397
11434892	-396
11436168	-394
11437444	-393
11438716	-392
11439992	-391
11441268	-390
11442544	-389
11443816	-388
11445092	-386
11446368	-385
11447644	-384
11448916	-383
11450192	-382
11451468	-381
11452744	-380
11454016	-378
11455292	-377
11456568	-376
11457844	-375
11459120	-374
11460392	-373
11461668	-371
11462944	-370
11464216	-369
11465492	-368
11466772	-367
11468044	-366
11469316	-365
11470592	-363
11471868	-362
11473144	-361
11474416	-360
11475692	-359
11476968	-358
11478244	-356
11479516	-355
11480792	-354
11482068	-353
11483344	-352
11484616	-351
11485892	-349
11487168	-348
11488444	-347
11489716	-346
11490992	-345
11492268	-344
11493544	-342
11494820	-341
11496092	-340
11497368	-339
11498644	-338
11499916	-336
11501192	-335
11502468	-334
11503744	-333
11505028	-332
11506292	-331
11507568	-329
11508844	-328
11510116	-327
11511392	-326
11512668	-325
11513944	-324
11515220	-322
11516492	-321
11517768	-320
11519044	-319
11520316	-318
11521592	-316
11522868	-315
11524144	-314
11525416	-313
11526704	-312
11527968	-311
11529244	-309
11530516	-308
11531792	-307
11533068	-306
11534348	-305
11535616	-304
11536892	-302
11538168	-301
11539444	-300
11540716	-299
11541992	-298
11543268	-296
11544544	-295
11545820	-294
11547092	-293
11548368	-292
11549644	-291
11550916	-289
11552192	-288
11553468	-287
11554744	-286
11556016	-285
11557292	-283
11558568	-282
11559844	-281
11561116	-280
11562392	-279
11563668	-278
11564944	-276
11566216	-275
11567492	-274
11568768	-273
11570044	-272
11571316	-270
11572592	-269
11573868	-268
11575144	-267
11576416	-266
11577692	-265
11578968	-263
11580244	-262
11581516	-261
11582792	-260
11584068	-259
11585344	-257
11586620	-256
11587892	-255
11589168	-254
11590444	-253
11591716	-251
11592992	-250
11594268	-249
11595544	-248
11596828	-247
11598092	-246
11599368	-244
11600644	-243
11601916	-242
11603192	-241
11604468	-240
11605744	-238
11607016	-237
11608292	-236
11609568	-235
11610844	-234
11612116	-233
11613392	-231
11614668	-230
11615944	-229
11617216	-228
11618492	-227
11619768	-225
11621044	-224
11622316	-223
11623592	-222
11624868	-221
11626144	-220
11627416	-219
11628692	-218
11629968	-217
11631244	-216
11632516	-215
11633792	-214
11635068	-214
11636344	-213
11637616	-213
11638892	-212
11640168	-212
11641444	-211
11642716	-211
11643992	-211
11645268	-211
11646544	-211
11647816	-211
11649092	-210
11650368	-210
11651644	-210
11652916	-210
11654192	-210
11655468	-210
11656744	-210
11658016	-211
11659292	-211
11660568	-211
11661844	-211
11663116	-211
11664400	-212
11665668	-212
11666944	-212
11668216	-213
11669492	-213
11670768	-214
11672044	-214
11673316	-215
11674592	-215
11675868	-216
11677144	-216
11678416	-217
11679692	-217
11680968	-218
11682244	-219
11683516	-219
11684792	-220
11686068	-220
11687344	-221
11688616	-222
11689892	-222
11691168	-223
11692444	-224
11693720	-225
11694992	-225
11696268	-226
11697544	-227
11698816	-228
11700092	-229
11701368	-229
11702644	-230
11703920	-231
11705192	-232
11706468	-233
11707744	-234
11709016	-234
11710292	-235
11711568	-236
11712844	-237
11714116	-238
11715392	-239
11716668	-240
11717944	-241
11719216	-242
11720492	-243
11721768	-244
11723044	-245
11724316	-246
11725592	-246
11726868	-247
11728144	-248
11729416	-249
11730692	-250
11731972	-251
11733244	-252
11734516	-253
11735792	-254
11737068	-255
11738344	-256
11739616	-257
11740892	-258
11742168	-259
11743444	-261
11744716	-262
11745992	-263
11747268	-264
11748544	-265
11749820	-266
11751092	-267
11752368	-268
11753644	-269
11754916	-270
11756192	-271
11757468	-272
11758752	-273
11760016	-274
11761292	-275
11762568	-276
11763844	-277
11765116	-279
11766392	-280
11767668	-281
11768944	-282
11770216	-283
11771492	-284
11772768	-285
11774044	-286
11775316	-287
11776592	-288
11777868	-290
11779144	-291
11780420	-292
11781692	-293
11782968	-294
11784244	-295
11785528	-296
11786792	-297
11788068	-298
11789344	-300
11790616	-301
11791892	-302
11793168	-303
11794448	-304
11795716	-305
11796992	-306
11798268	-307
11799544	-309
11800816	-310
11802092	-311
11803368	-312
11804644	-313
11805916	-314
11807192	-315
11808468	-316
11809744	-318
11811016	-319
11812292	-320
11813568	-321
11814844	-322
11816116	-323
11817392	-324
11818668	-326
11819944	-327
11821216	-328
11822492	-329
11823768	-330
11825044	-331
11826316	-332
11827592	-334
11828868	-335
11830144	-336
11831416	-337
11832692	-338
11833968	-339
11835244	-340
11836516	-342
11837792	-343
11839068	-344
11840344	-345
11841616	-346
11842892	-347
11844168	-348
11845444	-350
11846716	-351
11847992	-352
11849268	-353
11850544	-354
11851828	-355
11853092	-356
11854368	-357
11855644	-359
11856916	-360
11858192	-361
11859468	-362
11860744	-363
11862024	-364
11863292	-365
11864568	-367
11865844	-368
11867116	-369
11868392	-370
11869668	-371
11870944	-372
11872220	-373
11873492	-374
11874768	-376
11876044	-377
11877316	-378
11878592	-379
11879868	-380
11881144	-381
11882416	-382
11883692	-383
11884968	-385
11886244	-386
11887516	-387
11888792	-388
11890068	-389
11891344	-390
11892616	-391
11893892	-392
11895168	-394
11896444	-395
11897716	-396
11898992	-397
11900268	-398
11901544	-399
11902816	-400
11904092	-401
11905368	-402
11906644	-404
11907916	-405
11909192	-406
11910468	-407
11911744	-408
11913016	-409
11914292	-410
11915568	-411
11916844	-413
11918120	-414
11919392	-415
11920668	-416
11921944	-417
11923216	-418
11924500	-419
11925768	-420
11927044	-422
11928316	-423
11929592	-424
11930868	-425
11932144	-426
11933416	-427
11934692	-428
11935968	-429
11937244	-430
11938516	-432
11939792	-433
11941068	-434
11942344	-435
11943616	-436
11944892	-437
11946168	-438
11947444	-439
11948716	-441
11949992	-442
11951268	-443
11952544	-444
11953816	-445
11955092	-446
11956368	-447
11957644	-448
11958916	-449
11960192	-451
11961468	-452
11962744	-453
11964016	-454
11965292	-455
11966580	-456
11967844	-457
11969116	-458
11970392	-460
11971668	-461
11972944	-462
11974220	-463
11975492	-464
11976768	-465
11978044	-466
11979316	-467
11980592	-468
11981868	-470
11983144	-471
11984416	-472
11985692	-473
11986968	-474
11988244	-475
11989520	-476
11990792	-477
11992072	-479
11993344	-480
11994620	-481
11995892	-482
11997168	-483
11998444	-484
11999716	-485
12000992	-486
12002268	-487
12003544	-489
12004816	-490
12006092	-491
12007368	-492
12008644	-493
12009916	-494
12011192	-495
12012468	-496
12013744	-497
12015020	-499
12016292	-500
12017568	-501
12018844	-502
12020116	-503
12021392	-504
12022668	-505
12023944	-506
12025216	-508
12026492	-509
12027768	-510
12029044	-511
12030316	-512
12031592	-513
12032868	-514
12034144	-515
12035416	-516
12036692	-517
12037968	-519
12039244	-520
12040516	-521
12041792	-522
12043068	-523
12044344	-524
12045624	-525
12046892	-526
12048168	-527
12049444	-528
12050716	-530
12051992	-531
12053268	-532
12054548	-533
12055816	-534
12057092	-535
12058368	-536
12059644	-537
12060920	-538
12062192	-539
12063468	-540
12064744	-541
12066016	-543
12067292	-544
12068568	-545
12069844	-546
12071116	-547
12072392	-548
12073668	-549
12074944	-550
12076216	-551
12077492	-552
12078768	-553
12080044	-554
12081316	-555
12082592	-557
12083868	-558
12085144	-559
12086416	-560
12087692	-561
12088968	-562
12090244	-563
12091516	-564
12092792	-565
12094072	-566
12095344	-567
12096616	-568
12097892	-569
12099168	-570
12100444	-571
12101716	-573
12102992	-574
12104268	-575
12105544	-576
12106816	-577
12108092	-578
12109368	-579
12110644	-580
12111916	-581
12113192	-582
12114468	-583
12115744	-584
12117016	-585
12118292	-586
12119568	-587
12120844	-588
12122124	-590
12123392	-591
12124668	-592
12125944	-593
12127216	-594
12128492	-595
12129768	-596
12131044	-597
12132316	-598
12133592	-599
12134880	-600
12136144	-601
12137416	-602
12138692	-603
12139968	-604
12141244	-605
12142516	-606
12143792	-608
12145068	-609
12146344	-610
12147616	-611
12148892	-612
12150168	-613
12151444	-614
12152716	-615
12153992	-616
12155268	-617
12156544	-618
12157816	-619
12159092	-620
12160368	-621
12161644	-622
12162916	-623
12164192	-624
12165468	-625
12166744	-627
12168016	-628
12169292	-629
12170568	-630
12171844	-631
12173116	-632
12174392	-633
12175668	-634
12176944	-635
12178216	-636
12179492	-637
12180768	-638
12182044	-639
12183316	-640
12184596	-641
12185868	-642
12187144	-643
12188416	-644
12189692	-645
12190968	-647
12192244	-648
12193516	-649
12194792	-650
12196068	-651
12197344	-652
12198616	-653
12199892	-654
12201168	-655
12202444	-656
12203716	-657
12204992	-658
12206280	-659
12207544	-660
12208816	-661
12210092	-662
12211368	-663
12212644	-664
12213920	-665
12215192	-667
12216468	-668
12217744	-669
12219016	-670
12220292	-671
12221568	-672
12222844	-673
12224116	-674
12225392	-675
12226668	-676
12227944	-677
12229220	-678
12230492	-679
12231768	-680
12233044	-681
12234316	-682
12235592	-683
12236868	-684
12238144	-685
12239416	-686
