micros	tikcs
5561608	0
5562544	0
5563480	0
5564416	0
5565348	0
5566284	0
5567220	0
5568156	0
5569088	0
5570024	0
5570960	0
5571896	0
5572828	0
5573764	0
5574700	0
5575636	0
5576568	0
5577504	0
5578440	0
5579376	0
5580308	0
5581244	0
5582180	0
5583116	0
5584048	0
5584984	0
5585924	0
5586856	0
5587788	0
5588724	0
5589660	0
5590596	0
5591528	0
5592464	0
5593400	0
5594336	0
5595268	0
5596204	0
5597140	0
5598076	0
5599008	0
5599944	0
5600880	0
5601816	0
5602748	0
5603684	0
5604620	0
5605556	0
5606488	0
5607432	0
5608360	0
5609296	0
5610228	0
5611164	0
5612100	0
5613036	0
5613968	0
5614904	0
5615840	0
5616776	0
5617708	0
5618644	0
5619580	0
5620516	0
5621448	0
5622384	0
5623320	0
5624256	0
5625188	0
5626124	0
5627060	0
5627996	0
5628936	0
5629864	0
5630800	0
5631736	0
5632668	0
5633604	0
5634540	0
5635476	0
5636408	0
5637344	0
5638280	0
5639216	0
5640148	0
5641084	0
5642020	0
5642956	0
5643888	0
5644824	0
5645760	0
5646696	0
5647628	0
5648564	0
5649500	0
5650440	0
5651368	0
5652304	0
5653240	0
5654176	0
5655108	0
5656044	0
5656980	0
5657916	0
5658848	0
5659784	0
5660720	0
5661656	0
5662588	0
5663524	0
5664460	0
5665396	0
5666328	0
5667264	0
5668200	0
5669136	0
5670068	0
5671004	0
5671944	0
5672876	0
5673808	0
5674744	0
5675680	0
5676616	0
5677548	0
5678484	0
5679420	0
5680356	0
5681288	0
5682224	0
5683160	0
5684096	0
5685028	0
5685964	0
5686900	0
5687836	0
5688768	0
5689704	0
5690640	0
5691576	0
5692508	0
5693452	0
5694380	0
5695316	0
5696248	0
5697184	0
5698120	0
5699056	0
5699988	0
5700924	0
5701860	0
5702796	0
5703728	0
5704664	0
5705600	0
5706536	0
5707468	0
5708404	0
5709340	0
5710276	0
5711208	0
5712144	0
5713080	0
5714016	0
5714956	0
5715884	0
5716820	0
5717756	0
5718688	0
5719624	0
5720560	0
5721496	0
5722428	0
5723364	0
5724300	0
5725236	0
5726168	0
5727104	0
5728040	0
5728976	0
5729908	0
5730844	0
5731780	0
5732716	0
5733648	0
5734584	0
5735520	0
5736460	0
5737388	0
5738324	0
5739260	0
5740196	0
5741128	0
5742064	0
5743000	0
5743936	0
5744868	0
5745804	0
5746740	0
5747676	0
5748608	0
5749544	0
5750480	0
5751416	0
5752348	0
5753284	0
5754220	0
5755156	0
5756088	0
5757024	0
5757964	0
5758896	0
5759828	0
5760764	0
5761700	0
5762636	0
5763568	0
5764504	0
5765440	0
5766376	0
5767308	0
5768244	0
5769180	0
5770116	0
5771048	0
5771984	0
5772920	0
5773856	0
5774788	0
5775724	0
5776660	0
5777596	0
5778528	0
5779472	0
5780400	0
5781336	0
5782268	0
5783204	0
5784140	0
5785076	0
5786008	0
5786944	0
5787880	0
5788816	0
5789748	0
5790684	0
5791620	0
5792556	0
5793488	0
5794424	0
5795360	0
5796296	0
5797228	0
5798164	0
5799100	0
5800036	0
5800976	0
5801904	0
5802840	0
5803776	0
5804708	0
5805644	0
5806580	0
5807516	0
5808448	0
5809384	0
5810320	0
5811256	0
5812188	0
5813124	0
5814060	0
5814996	0
5815928	0
5816864	0
5817800	0
5818736	0
5819668	0
5820604	0
5821540	0
5822480	0
5823408	0
5824344	0
5825280	0
5826216	0
5827148	0
5828084	0
5829020	0
5829956	0
5830888	0
5831824	0
5832760	0
5833696	0
5834628	0
5835564	0
5836500	0
5837436	0
5838368	0
5839304	0
5840240	0
5841176	0
5842108	0
5843044	0
5843984	0
5844916	0
5845848	0
5846784	0
5847720	0
5848656	0
5849588	0
5850524	0
5851460	0
5852396	0
5853328	0
5854264	0
5855200	0
5856136	0
5857068	0
5858004	0
5858940	0
5859876	0
5860808	0
5861744	0
5862680	0
5863616	0
5864548	0
5865492	0
5866420	0
5867356	0
5868288	0
5869224	0
5870160	0
5871096	0
5872028	0
5872964	0
5873900	0
5874836	0
5875768	0
5876704	0
5877640	0
5878576	0
5879508	0
5880444	0
5881380	0
5882316	0
5883248	0
5884184	0
5885120	0
5886056	0
5886996	0
5887924	0
5888860	0
5889796	0
5890728	0
5891664	0
5892600	0
5893536	0
5894468	0
5895404	0
5896340	0
5897276	0
5898208	0
5899144	0
5900080	0
5901016	0
5901948	0
5902884	0
5903820	0
5904756	0
5905688	0
5906624	0
5907560	0
5908500	0
5909428	0
5910364	0
5911300	0
5912236	0
5913168	0
5914104	0
5915040	0
5915976	0
5916908	0
5917844	0
5918780	0
5919716	0
5920648	0
5921584	0
5922520	0
5923456	0
5924388	0
5925324	0
5926260	0
5927196	0
5928128	0
5929064	0
5930004	0
5930936	0
5931868	0
5932804	0
5933740	0
5934676	0
5935608	0
5936544	0
5937480	0
5938416	0
5939348	0
5940284	0
5941220	0
5942156	0
5943088	0
5944024	0
5944960	0
5945896	0
5946828	0
5947764	0
5948700	0
5949636	0
5950568	0
5951508	0
5952440	0
5953376	0
5954308	0
5955244	0
5956180	0
5957116	0
5958048	0
5958984	0
5959920	0
5960856	0
5961788	0
5962724	0
5963660	0
5964596	0
5965528	0
5966464	0
5967400	0
5968336	0
5969268	0
5970204	0
5971140	0
5972076	0
5973012	0
5973944	0
5974880	0
5975816	0
5976748	0
5977684	-1
5978704	-1
5979724	-1
5980744	-1
5981764	-2
5982784	-2
5983804	-2
5984824	-3
5985844	-3
5986864	-3
5987884	-4
5988904	-4
5989924	-4
5990944	-5
5991964	-5
5992984	-6
5994004	-6
5995024	-7
5996044	-7
5997064	-8
5998084	-8
5999104	-9
6000124	-9
6001144	-10
6002248	-10
6003356	-11
6004460	-12
6005564	-12
6006668	-13
6007776	-14
6008880	-14
6009984	-15
6011088	-16
6012196	-16
6013300	-17
6014404	-18
6015508	-19
6016616	-19
6017720	-20
6018824	-21
6019928	-22
6021036	-22
6022140	-23
6023244	-24
6024348	-25
6025456	-26
6026560	-26
6027664	-27
6028768	-28
6029876	-29
6030980	-30
6032084	-31
6033188	-31
6034296	-32
6035400	-33
6036504	-34
6037608	-35
6038716	-36
6039820	-37
6040924	-37
6042028	-38
6043136	-39
6044240	-40
6045344	-41
6046448	-42
6047556	-43
6048660	-44
6049764	-45
6050868	-46
6051976	-47
6053080	-48
6054184	-48
6055288	-49
6056396	-50
6057500	-51
6058604	-52
6059708	-53
6060816	-54
6061920	-55
6063036	-56
6064136	-57
6065236	-58
6066340	-59
6067444	-60
6068548	-61
6069656	-62
6070760	-63
6071864	-64
6072968	-65
6074076	-66
6075180	-67
6076284	-68
6077388	-69
6078496	-70
6079600	-71
6080704	-72
6081808	-73
6082916	-74
6084020	-75
6085124	-76
6086228	-77
6087336	-78
6088440	-79
6089544	-80
6090648	-81
6091756	-82
6092860	-83
6093964	-84
6095068	-85
6096176	-86
6097280	-87
6098384	-88
6099488	-89
6100604	-90
6101704	-91
6102804	-92
6103908	-93
6105016	-94
6106124	-95
6107224	-96
6108328	-97
6109436	-98
6110540	-99
6111644	-100
6112836	-102
6114024	-103
6115216	-104
6116404	-105
6117596	-106
6118784	-107
6119976	-108
6121164	-109
6122356	-111
6123544	-112
6124736	-113
6125924	-114
6127116	-115
6128304	-116
6129496	-117
6130684	-118
6131876	-120
6133064	-121
6134256	-122
6135444	-123
6136636	-124
6137824	-125
6139016	-126
6140204	-128
6141396	-129
6142584	-130
6143776	-131
6144964	-132
6146156	-133
6147344	-134
6148536	-135
6149724	-137
6150916	-138
6152104	-139
6153296	-140
6154484	-141
6155676	-142
6156864	-143
6158056	-145
6159244	-146
6160436	-147
6161624	-148
6162816	-149
6164004	-150
6165196	-151
6166384	-153
6167576	-154
6168764	-155
6169956	-156
6171144	-157
6172336	-158
6173524	-159
6174716	-161
6175904	-162
6177096	-163
6178284	-164
6179476	-165
6180664	-166
6181856	-167
6183044	-168
6184236	-170
6185424	-171
6186616	-172
6187804	-173
6188996	-174
6190184	-175
6191376	-176
6192564	-177
6193756	-179
6194944	-180
6196136	-181
6197324	-182
6198516	-183
6199704	-184
6200896	-185
6202084	-186
6203276	-187
6204464	-189
6205656	-190
6206844	-191
6208036	-192
6209224	-193
6210416	-194
6211604	-195
6212796	-196
6213984	-197
6215176	-198
6216364	-200
6217556	-201
6218744	-202
6219936	-203
6221124	-204
6222316	-205
6223504	-206
6224696	-207
6225884	-208
6227076	-209
6228264	-210
6229456	-212
6230644	-213
6231836	-214
6233024	-215
6234216	-216
6235404	-217
6236596	-218
6237784	-219
6238976	-220
6240164	-221
6241356	-222
6242544	-224
6243736	-225
6244924	-226
6246116	-227
6247304	-228
6248496	-229
6249684	-230
6250876	-231
6252064	-232
6253256	-233
6254444	-234
6255636	-235
6256824	-237
6258016	-238
6259204	-239
6260396	-240
6261584	-241
6262776	-242
6263964	-243
6265156	-244
6266344	-245
6267536	-246
6268724	-247
6269916	-248
6271104	-250
6272296	-251
6273484	-252
6274676	-253
6275864	-254
6277056	-255
6278244	-256
6279436	-257
6280624	-258
6281816	-259
6283004	-260
6284196	-261
6285384	-262
6286576	-264
6287764	-265
6288956	-266
6290144	-267
6291336	-268
6292524	-269
6293716	-270
6294904	-271
6296096	-272
6297284	-273
6298476	-274
6299668	-275
6300856	-276
6302044	-278
6303236	-279
6304424	-280
6305616	-281
6306804	-282
6307996	-283
6309184	-284
6310376	-285
6311564	-286
6312756	-287
6313944	-288
6315136	-289
6316324	-290
6317516	-292
6318704	-293
6319896	-294
6321084	-295
6322276	-296
6323464	-297
6324656	-298
6325844	-299
6327044	-300
6328224	-301
6329416	-302
6330604	-303
6331796	-304
6332984	-305
6334176	-307
6335364	-308
6336556	-309
6337744	-310
6338936	-311
6340124	-312
6341316	-313
6342504	-314
6343700	-315
6344884	-316
6346076	-317
6347264	-318
6348456	-319
6349644	-321
6350836	-322
6352024	-323
6353216	-324
6354404	-325
6355596	-326
6356784	-327
6357976	-328
6359164	-329
6360356	-330
6361544	-331
6362736	-332
6363924	-333
6365116	-334
6366304	-336
6367496	-337
6368684	-338
6369876	-339
6371064	-340
6372256	-341
6373444	-342
6374636	-343
6375824	-344
6377024	-345
6378204	-346
6379396	-347
6380584	-348
6381776	-349
6382964	-350
6384156	-351
6385344	-353
6386536	-354
6387732	-355
6388916	-356
6390104	-357
6391296	-358
6392484	-359
6393676	-360
6394864	-361
6396056	-362
6397244	-363
6398436	-364
6399624	-365
6400816	-366
6402004	-367
6403196	-368
6404384	-369
6405576	-370
6406764	-371
6407956	-372
6409144	-373
6410336	-375
6411524	-376
6412716	-377
6413904	-378
6415096	-379
6416284	-380
6417476	-381
6418664	-382
6419856	-383
6421044	-384
6422236	-385
6423424	-386
6424616	-387
6425804	-388
6426996	-389
6428184	-390
6429384	-391
6430564	-392
6431760	-393
6432944	-394
6434136	-395
6435324	-396
6436516	-397
6437704	-398
6438896	-399
6440084	-400
6441276	-401
6442464	-402
6443656	-403
6444844	-404
6446036	-406
6447224	-407
6448416	-408
6449604	-409
6450796	-410
6451984	-411
6453176	-412
6454364	-413
6455556	-414
6456744	-415
6457936	-416
6459124	-417
6460316	-418
6461504	-419
6462696	-420
6463884	-421
6465076	-422
6466264	-423
6467456	-424
6468644	-425
6469836	-426
6471024	-427
6472216	-428
6473404	-429
6474604	-430
6475792	-431
6476976	-432
6478164	-433
6479356	-434
6480544	-435
6481736	-436
6482924	-437
6484116	-438
6485304	-439
6486496	-440
6487684	-441
6488876	-442
6490064	-443
6491256	-444
6492444	-445
6493636	-446
6494824	-447
6496016	-448
6497204	-450
6498396	-451
6499584	-452
6500776	-453
6501964	-454
6503156	-455
6504344	-456
6505536	-457
6506724	-458
6507916	-459
6509104	-460
6510296	-461
6511484	-462
6512676	-463
6513864	-464
6515056	-465
6516244	-466
6517436	-467
6518624	-468
6519820	-469
6521004	-470
6522196	-471
6523384	-472
6524576	-473
6525764	-474
6526956	-475
6528144	-476
6529336	-477
6530524	-478
6531716	-479
6532904	-480
6534100	-481
6535284	-482
6536476	-483
6537664	-484
6538856	-485
6540044	-486
6541236	-487
6542424	-488
6543616	-489
6544804	-490
6545996	-491
6547184	-492
6548376	-493
6549564	-494
6550756	-495
6551944	-496
6553136	-497
6554324	-498
6555516	-499
6556704	-500
6557896	-501
6559084	-502
6560276	-503
6561464	-504
6562656	-505
6563852	-507
6565036	-508
6566224	-509
6567416	-510
6568604	-511
6569796	-512
6570984	-513
6572176	-514
6573364	-515
6574556	-516
6575744	-517
6576936	-518
6578124	-519
6579316	-520
6580504	-521
6581696	-522
6582884	-523
6584076	-524
6585264	-525
6586456	-526
6587644	-527
6588836	-528
6590024	-529
6591216	-530
6592404	-531
6593596	-532
6594784	-533
6595976	-534
6597164	-535
6598356	-536
6599544	-537
6600736	-538
6601924	-539
6603116	-540
6604304	-541
6605496	-541
6606684	-542
6607880	-543
6609064	-544
6610256	-545
6611444	-546
6612636	-547
6613824	-548
6615016	-549
6616204	-550
6617396	-551
6618584	-552
6619776	-553
6620964	-554
6622156	-555
6623344	-556
6624536	-557
6625724	-558
6626916	-559
6628104	-560
6629304	-561
6630484	-562
6631676	-563
6632864	-564
6634056	-565
6635244	-566
6636436	-567
6637624	-568
6638816	-569
6640004	-570
6641196	-571
6642384	-572
6643576	-573
6644764	-574
6645956	-575
6647144	-576
6648336	-577
6649524	-578
6650716	-579
6651912	-580
6653096	-580
6654284	-581
6655476	-582
6656664	-583
6657856	-584
6659044	-585
6660236	-586
6661424	-587
6662616	-588
6663804	-589
6664996	-590
6666184	-591
6667384	-592
6668564	-593
6669756	-594
6670944	-595
6672136	-596
6673324	-597
6674516	-598
6675704	-599
6676896	-600
6678084	-601
6679276	-602
6680464	-603
6681656	-604
6682844	-605
6684036	-606
6685224	-606
6686416	-607
6687604	-608
6688796	-609
6689984	-610
6691176	-611
6692364	-612
6693556	-613
6694744	-614
6695940	-615
6697124	-616
6698316	-617
6699504	-618
6700696	-619
6701884	-620
6703076	-621
6704264	-622
6705456	-623
6706644	-624
6707836	-625
6709024	-626
6710216	-627
6711404	-628
6712596	-629
6713784	-629
6714976	-630
6716164	-631
6717356	-632
6718544	-633
6719736	-634
6720924	-635
6722116	-636
6723304	-637
6724496	-638
6725696	-639
6726876	-640
6728064	-641
6729256	-642
6730444	-643
6731636	-644
6732824	-645
6734016	-646
6735204	-647
6736396	-648
6737584	-649
6738776	-650
6739964	-651
6741156	-651
6742344	-652
6743536	-653
6744724	-654
6745916	-655
6747104	-656
6748296	-657
6749484	-658
6750676	-659
6751864	-660
6753064	-661
6754244	-662
6755436	-663
6756624	-664
6757816	-665
6759004	-666
6760196	-667
6761384	-668
6762576	-669
6763764	-670
6764956	-671
6766144	-672
6767336	-673
6768524	-673
6769716	-674
6770904	-675
6772096	-676
6773284	-677
6774476	-678
6775664	-679
6776856	-680
6778044	-681
6779236	-682
6780424	-683
6781616	-684
6782804	-685
6783996	-686
6785184	-687
6786376	-688
6787564	-689
6788756	-689
6789944	-690
6791136	-691
6792324	-692
6793516	-693
6794704	-694
6795896	-695
6797084	-696
6798276	-697
6799464	-698
6800656	-699
6801844	-700
6803036	-701
6804224	-702
6805416	-702
6806604	-703
6807796	-704
6808984	-705
6810176	-706
6811372	-707
6812556	-708
6813744	-709
6814936	-710
6816124	-711
6817316	-712
6818504	-713
6819696	-713
6820884	-714
6822076	-715
6823264	-716
6824456	-717
6825644	-718
6826836	-719
6828024	-720
6829216	-721
6830404	-722
6831596	-723
6832784	-723
6833976	-724
6835164	-725
6836356	-726
6837544	-727
6838736	-728
6839924	-729
6841116	-730
6842304	-731
6843496	-732
